행정구역명,법정동코드,terrain,행정구역위도,행정구역경도,기상지역명,기상지역유형,기상지역위도,기상지역경도,EPW파일명
전북특별자치도 장수군,5274000000,Suburbs,35.65753205,127.5443288,남원,일반 지역,35.4214,127.3964,KOR_CB_Namwon.471730_TMYx.2009-2023.epw
전북특별자치도 임실군,5275000000,Suburbs,35.59823388,127.2366513,남원,일반 지역,35.4214,127.3964,KOR_CB_Namwon.471730_TMYx.2009-2023.epw
전북특별자치도 순창군,5277000000,Suburbs,35.4336245,127.0900407,정읍,일반 지역,35.563,126.8392,KOR_CB_Jeongeup.471710_TMYx.2009-2023.epw
전북특별자치도 고창군,5279000000,Suburbs,35.44899538,126.615778,고창,일반 지역,35.3489,126.5989,KOR_CB_Gochang.471720_TMYx.2009-2023.epw
전북특별자치도 부안군,5280000000,Suburbs,35.68499979,126.6398342,정읍,일반 지역,35.563,126.8392,KOR_CB_Jeongeup.471710_TMYx.2009-2023.epw
전라남도 목포시,4611000000,Suburbs,34.80258657,126.3901654,목포,일반 지역,34.8169,126.3811,KOR_CN_Mokpo.471650_TMYx.2009-2023.epw
전라남도 여수시,4613000000,Suburbs,34.69760231,127.652286,여수 관측소,Obs,34.7392,127.7406,KOR_CN_Yeosu.Obs.471680_TMYx.2009-2023.epw
전라남도 순천시,4615000000,Suburbs,34.99455053,127.3894157,순천 기상대,WS,35.0203,127.3694,KOR_CN_Suncheon.WS.471740_TMYx.2009-2023.epw
전라남도 나주시,4617000000,Suburbs,34.98859316,126.7204162,광주,일반 지역,35.1731,126.8917,KOR_KJ_Gwangju.471560_TMYx.2009-2023.epw
전라남도 광양시,4623000000,Suburbs,35.01894664,127.6560319,여수 공항,AP,34.8333,127.6167,KOR_CN_Yeosu.AP.471670_TMYx.2009-2023.epw
전라남도 담양군,4671000000,Suburbs,35.29155035,126.995261,광주,일반 지역,35.1731,126.8917,KOR_KJ_Gwangju.471560_TMYx.2009-2023.epw
전라남도 곡성군,4672000000,Suburbs,35.2166348,127.2635425,순천 기상대,WS,35.0203,127.3694,KOR_CN_Suncheon.WS.471740_TMYx.2009-2023.epw
전라남도 구례군,4673000000,Suburbs,35.23679738,127.5030878,남원,일반 지역,35.4214,127.3964,KOR_CB_Namwon.471730_TMYx.2009-2023.epw
전라남도 고흥군,4677000000,Suburbs,34.59818776,127.3147711,여수 공항,AP,34.8333,127.6167,KOR_CN_Yeosu.AP.471670_TMYx.2009-2023.epw
전라남도 보성군,4678000000,Suburbs,34.81424312,127.1625521,순천 기상대,WS,35.0203,127.3694,KOR_CN_Suncheon.WS.471740_TMYx.2009-2023.epw
전라남도 화순군,4679000000,Suburbs,35.00825382,127.0335393,광주,일반 지역,35.1731,126.8917,KOR_KJ_Gwangju.471560_TMYx.2009-2023.epw
전라남도 장흥군,4680000000,Suburbs,34.67514244,126.9220299,완도 기상대,WS,34.3958,126.7019,KOR_CN_Wando.WS.471700_TMYx.2009-2023.epw
전라남도 강진군,4681000000,Suburbs,34.62018804,126.7721882,완도 기상대,WS,34.3958,126.7019,KOR_CN_Wando.WS.471700_TMYx.2009-2023.epw
전라남도 해남군,4682000000,Suburbs,34.55843128,126.5113498,진도 기상대,WS,34.4722,126.3239,KOR_CN_Jindo.WS.471750_TMYx.2009-2023.epw
전라남도 영암군,4683000000,Suburbs,34.79602357,126.623633,목포,일반 지역,34.8169,126.3811,KOR_CN_Mokpo.471650_TMYx.2009-2023.epw
전라남도 무안군,4684000000,Suburbs,34.95397461,126.4249891,무안 국제공항,AP,34.9833,126.3833,KOR_CN_Muan.Intl.AP.471630_TMYx.2009-2023.epw
전라남도 함평군,4686000000,Suburbs,35.11269015,126.5354743,무안 국제공항,AP,34.9833,126.3833,KOR_CN_Muan.Intl.AP.471630_TMYx.2009-2023.epw
전라남도 영광군,4687000000,Suburbs,35.27891756,126.4504832,고창,일반 지역,35.3489,126.5989,KOR_CB_Gochang.471720_TMYx.2009-2023.epw
전라남도 장성군,4688000000,Suburbs,35.32960549,126.7686274,고창,일반 지역,35.3489,126.5989,KOR_CB_Gochang.471720_TMYx.2009-2023.epw
전라남도 완도군,4689000000,Suburbs,34.29455674,126.7778752,완도 기상대,WS,34.3958,126.7019,KOR_CN_Wando.WS.471700_TMYx.2009-2023.epw
전라남도 진도군,4690000000,Suburbs,34.43698067,126.2117002,진도 기상대,WS,34.4722,126.3239,KOR_CN_Jindo.WS.471750_TMYx.2009-2023.epw
전라남도 신안군,4691000000,Suburbs,34.81022642,126.0433303,목포,일반 지역,34.8169,126.3811,KOR_CN_Mokpo.471650_TMYx.2009-2023.epw
경상북도 포항시 남구,4711100000,Suburbs,35.95849118,129.4379359,포항 기상대,WS,36.0319,129.38,KOR_KB_Pohang.WS.471380_TMYx.2009-2023.epw
경상북도 포항시 북구,4711300000,Suburbs,36.16501903,129.2344972,포항 기상대,WS,36.0319,129.38,KOR_KB_Pohang.WS.471380_TMYx.2009-2023.epw
경상북도 경주시,4713000000,Suburbs,35.82658524,129.2361242,포항 기상대,WS,36.0319,129.38,KOR_KB_Pohang.WS.471380_TMYx.2009-2023.epw
경상북도 김천시,4715000000,Suburbs,36.06051569,128.0778447,추풍령,일반 지역,36.2203,127.9944,KOR_HB_Chupungnyeong.471350_TMYx.2009-2023.epw
경상북도 안동시,4717000000,Suburbs,36.58030016,128.7800385,안동 기상대,WS,36.5731,128.7072,KOR_KB_Andong.WS.471360_TMYx.2009-2023.epw
경상북도 구미시,4719000000,Suburbs,36.20734624,128.3554616,구미,일반 지역,36.1306,128.3206,KOR_KB_Gumi.471540_TMYx.2009-2023.epw
경상북도 영주시,4721000000,Suburbs,36.87055733,128.5976489,안동 기상대,WS,36.5731,128.7072,KOR_KB_Andong.WS.471360_TMYx.2009-2023.epw
경상북도 영천시,4723000000,Suburbs,36.01581651,128.942609,대구,일반 지역,35.8283,128.6522,KOR_TG_Daegu.471430_TMYx.2009-2023.epw
경상북도 상주시,4725000000,Suburbs,36.42958135,128.0669636,상주 기상대,WS,36.4083,128.1575,KOR_KB_Sangju.WS.471370_TMYx.2009-2023.epw
경상북도 문경시,4728000000,Suburbs,36.69080804,128.1486967,예천 공항,AP,36.632,128.355,KOR_KB_Yecheon.AP.471340_TMYx.2009-2023.epw
경상북도 경산시,4729000000,Suburbs,35.83410488,128.8090552,대구,일반 지역,35.8283,128.6522,KOR_TG_Daegu.471430_TMYx.2009-2023.epw
경상북도 의성군,4773000000,Suburbs,36.36201121,128.6149116,안동 기상대,WS,36.5731,128.7072,KOR_KB_Andong.WS.471360_TMYx.2009-2023.epw
경상북도 청송군,4775000000,Suburbs,36.35706875,129.0574328,안동 기상대,WS,36.5731,128.7072,KOR_KB_Andong.WS.471360_TMYx.2009-2023.epw
경상북도 영양군,4776000000,Suburbs,36.69647583,129.145058,울진 기상대,WS,36.9917,129.4128,KOR_KB_Uljin.WS.471300_TMYx.2009-2023.epw
경상북도 영덕군,4777000000,Suburbs,36.48248737,129.3176569,포항 기상대,WS,36.0319,129.38,KOR_KB_Pohang.WS.471380_TMYx.2009-2023.epw
경상북도 청도군,4782000000,Suburbs,35.6729257,128.786579,청도,일반 지역,35.65,128.75,KOR_KB_Cheongdo.693414_TMYx.2009-2023.epw
경상북도 고령군,4783000000,Suburbs,35.73721049,128.3067461,대구,일반 지역,35.8283,128.6522,KOR_TG_Daegu.471430_TMYx.2009-2023.epw
경상북도 성주군,4784000000,Suburbs,35.90724773,128.233394,구미,일반 지역,36.1306,128.3206,KOR_KB_Gumi.471540_TMYx.2009-2023.epw
경상북도 칠곡군,4785000000,Suburbs,36.01552432,128.4625626,구미,일반 지역,36.1306,128.3206,KOR_KB_Gumi.471540_TMYx.2009-2023.epw
경상북도 예천군,4790000000,Suburbs,36.65390959,128.4224644,예천 공항,AP,36.632,128.355,KOR_KB_Yecheon.AP.471340_TMYx.2009-2023.epw
경상북도 봉화군,4792000000,Suburbs,36.93417003,128.9129606,태백 도립공원,일반 지역,37.1212,128.9079,KOR_KW_Taebaek.Provincial.Park.471223_TMYx.2009-2023.epw
경상북도 울진군,4793000000,Suburbs,36.90407259,129.3125277,울진 기상대,WS,36.9917,129.4128,KOR_KB_Uljin.WS.471300_TMYx.2009-2023.epw
경상북도 울릉군,4794000000,Suburbs,37.50178509,130.8639269,울릉도 기상대,WS,37.4814,130.8986,KOR_KB_Ulleungdo.WS.471150_TMYx.2009-2023.epw
경상남도 진주시,4817000000,Suburbs,35.20514832,128.1297629,진주 기상대,WS,35.1639,128.04,KOR_KN_Jinju.WS.471920_TMYx.2009-2023.epw
경상남도 통영시,4822000000,Suburbs,34.82566648,128.3742577,통영 기상대,WS,34.8456,128.4356,KOR_KN_Tongyeong.WS.471620_TMYx.2009-2023.epw
경상남도 사천시,4824000000,Suburbs,35.04921157,128.0374013,사천 공군기지,AB,35.089,128.07,KOR_KN_Sacheon.AB.471610_TMYx.2009-2023.epw
경상남도 김해시,4825000000,Suburbs,35.27216911,128.8452251,부산 김해 국제공항,AP,35.18,128.938,KOR_PU_Busan-Gimhae.Intl.AP.471530_TMYx.2009-2023.epw
경상남도 밀양시,4827000000,Suburbs,35.49850043,128.7896423,청도,일반 지역,35.65,128.75,KOR_KB_Cheongdo.693414_TMYx.2009-2023.epw
경상남도 거제시,4831000000,Suburbs,34.87033461,128.6233562,통영 기상대,WS,34.8456,128.4356,KOR_KN_Tongyeong.WS.471620_TMYx.2009-2023.epw
경상남도 양산시,4833000000,Suburbs,35.40190625,129.0410428,부산 김해 국제공항,AP,35.18,128.938,KOR_PU_Busan-Gimhae.Intl.AP.471530_TMYx.2009-2023.epw
경상남도 창원시 의창구,4812100000,Suburbs,35.31174385,128.6489935,창원,일반 지역,35.1703,128.5728,KOR_KN_Changwon.471550_TMYx.2009-2023.epw
경상남도 창원시 성산구,4812300000,Suburbs,35.19884895,128.6714968,창원,일반 지역,35.1703,128.5728,KOR_KN_Changwon.471550_TMYx.2009-2023.epw
경상남도 창원시 마산합포구,4812500000,Suburbs,35.13556022,128.4861304,창원,일반 지역,35.1703,128.5728,KOR_KN_Changwon.471550_TMYx.2009-2023.epw
경상남도 창원시 마산회원구,4812700000,Suburbs,35.23222498,128.5364443,창원,일반 지역,35.1703,128.5728,KOR_KN_Changwon.471550_TMYx.2009-2023.epw
경상남도 창원시 진해구,4812900000,Suburbs,35.12812586,128.7368788,창원,일반 지역,35.1703,128.5728,KOR_KN_Changwon.471550_TMYx.2009-2023.epw
경상남도 의령군,4872000000,Suburbs,35.39245629,128.2771012,진주 기상대,WS,35.1639,128.04,KOR_KN_Jinju.WS.471920_TMYx.2009-2023.epw
경상남도 함안군,4873000000,Suburbs,35.29101227,128.4309051,창원,일반 지역,35.1703,128.5728,KOR_KN_Changwon.471550_TMYx.2009-2023.epw
경상남도 창녕군,4874000000,Suburbs,35.50836217,128.4929286,청도,일반 지역,35.65,128.75,KOR_KB_Cheongdo.693414_TMYx.2009-2023.epw
경상남도 고성군,4882000000,Suburbs,35.01590606,128.2905475,통영 기상대,WS,34.8456,128.4356,KOR_KN_Tongyeong.WS.471620_TMYx.2009-2023.epw
경상남도 남해군,4884000000,Suburbs,34.81815355,127.9415363,여수 관측소,Obs,34.7392,127.7406,KOR_CN_Yeosu.Obs.471680_TMYx.2009-2023.epw
경상남도 하동군,4885000000,Suburbs,35.13744731,127.7792058,진주 기상대,WS,35.1639,128.04,KOR_KN_Jinju.WS.471920_TMYx.2009-2023.epw
경상남도 산청군,4886000000,Suburbs,35.3686381,127.8843625,진주 기상대,WS,35.1639,128.04,KOR_KN_Jinju.WS.471920_TMYx.2009-2023.epw
경상남도 함양군,4887000000,Suburbs,35.55172753,127.7220746,거창 기상대,WS,35.6674,127.91,KOR_KN_Geochang.WS.471570_TMYx.2009-2023.epw
경상남도 거창군,4888000000,Suburbs,35.73261343,127.9041316,거창 기상대,WS,35.6674,127.91,KOR_KN_Geochang.WS.471570_TMYx.2009-2023.epw
경상남도 합천군,4889000000,Suburbs,35.57665921,128.1415512,거창 기상대,WS,35.6674,127.91,KOR_KN_Geochang.WS.471570_TMYx.2009-2023.epw
제주특별자치도 제주시,5011000000,Suburbs,33.44306799,126.5293192,제주 기상대,WS,33.5142,126.5297,KOR_CJ_Jeju.WS.471840_TMYx.2009-2023.epw
제주특별자치도 서귀포시,5013000000,Suburbs,33.32431486,126.5811762,서귀포,일반 지역,33.2461,126.5653,KOR_CJ_Seogwipo.471890_TMYx.2009-2023.epw
